Sentence,Corrected Sentence,Translation,Student_Emotion,Pipeline_Emotion,Core_Pipeline_Emotion,Corrected_Emotion
Van telefoontabs tot cartracking en het inzetten van hackbevoegdheden.,Van telefoontabs tot cartracking en het inzetten van hackbevoegdheden.,From telephone tabs to car tracking and the use of hacking powers.,Surprise,admiration,happiness,neutral
Alle middelen staan tot hun beschikking om de wortvluchtige te pakken.,Alle middelen staan tot hun beschikking om de wortvluchtige te pakken.,All means are at their disposal to catch the wort volatile.,Neutral,determination,neutral,neutral
We hebben een onwijs goed team die gretig is...,We hebben een onwijs goed team die gretig is...,We have an incredibly good team that is eager...,Happiness,pride,happiness,happiness
en zich absoluut niet meer van de wijs laat nemen.,en zich absoluut niet meer van de wijs laat nemen.,and will absolutely not be fooled anymore.,Anger,determination,neutral,anger
Het zal me eer te na zijn dat er ook nog maar eentje overblijft dit jaar.,Het zal me eer te na zijn dat er ook nog maar eentje overblijft dit jaar.,I will be honored if only one remains this year.,Surprise,optimism,happiness,surprise
Wie lukt het uit handen te blijven van de hunters?,Wie lukt het uit handen te blijven van de hunters?,Who will manage to stay out of the hands of the hunters?,Fear,curiosity,neutral,fear
De twaalf personen zijn thuis opgehaald...,De twaalf personen zijn thuis opgehaald...,The twelve people were picked up at home...,Neutral,surprise,surprise,neutral
en geblinddoekt vervoerd naar een voor hen onbekende locatie.,en geblinddoekt vervoerd naar een voor hen onbekende locatie.,and transported blindfolded to a location unknown to them.,Neutral,fear,fear,neutral
Ergens in Nederland.,Ergens in Nederland.,Somewhere in the Netherlands.,Neutral,neutral,neutral,neutral
Vanuit hier zullen ze over een paar minuten op de vlucht slaan.,Vanuit hier zullen ze over een paar minuten op de vlucht slaan.,From here they will flee in a few minutes.,Neutral,fear,fear,neutral
Tot jullie spreekt de winnaar van Hunted Fips.,Tot jullie spreekt de winnaar van Hunted Fips.,The winner of Hunted Fips speaks to you.,Neutral,admiration,happiness,neutral
Ik was de nummer twee. Luister goed naar wat wij te zeggen hebben.,Ik was de nummer twee. Luister goed naar wat wij te zeggen hebben.,I was number two. Listen carefully to what we have to say.,Neutral,curiosity,neutral,neutral
Jullie zijn de nieuwe wortvluchtigen van Hunted.,Jullie zijn de nieuwe wortvluchtigen van Hunted.,You're Hunted's new wort fugitives.,Neutral,surprise,surprise,neutral
Voor jullie ligt een kaartje.,Voor jullie ligt een kaartje.,There is a card in front of you.,Neutral,neutral,neutral,neutral
Schrijf daar de naam op van iemand die je 100% vertrouwt.,Schrijf daar de naam op van iemand die je 100% vertrouwt.,Write down the name of someone you trust 100%.,Neutral,curiosity,neutral,neutral
Wie is dat?,Wie is dat?,Who is that?,Surprise,curiosity,neutral,surprise
We halen heel veel camera's.,We halen heel veel camera's.,We get a lot of cameras.,Neutral,neutral,neutral,neutral
Is ze slim genoeg om ons te helpen?,Is ze slim genoeg om ons te helpen?,Is she smart enough to help us?,Disgust,curiosity,neutral,neutral
Ze heeft alles gezien.,Ze heeft alles gezien.,She's seen everything.,Neutral,realization,surprise,neutral
Die persoon krijgt precies na zeven dagen...,Die persoon krijgt precies na zeven dagen...,That person gets exactly after seven days...,Neutral,neutral,neutral,neutral
Maar waar staat de pinautomaat? Is dat in het station?,Maar waar staat de pinautomaat? Is dat in het station?,But where is the ATM? Is that in the station?,neutral,confusion,sadness,neutral
"Ja, ik denk het wel.","Ja, ik denk het wel.","Yes, I think so.",neutral,approval,happiness,neutral
"Het is niet goed voor je bloeddruk, dit.","Het is niet goed voor je bloeddruk, dit.","It's not good for your blood pressure, this.",neutral,disapproval,disgust,disgust
"Ik denk dat gedisciplineerd te werk gaan, dat is gewoon de key.","Ik denk dat gedisciplineerd te werk gaan, dat is gewoon de key.",I think being disciplined is just the key.,neutral,realization,surprise,neutral
Want je wilt gewoon niet dat ze de stappen kunnen traceren.,Want je wilt gewoon niet dat ze de stappen kunnen traceren.,Because you just don't want them to be able to trace the steps.,neutral,fear,fear,fear
Je kan dus hier ook metro en bus pakken. En tram. Eigenlijk is prachtig.,Je kan dus hier ook metro en bus pakken. En tram. Eigenlijk is prachtig.,So you can also take the metro and bus here. And tram. Actually it's beautiful.,happiness,admiration,happiness,happiness
Ik ga juist beneden even alles bekijken.,Ik ga juist beneden even alles bekijken.,I'm just going downstairs to take a look at everything.,neutral,curiosity,neutral,neutral
"En als je nog een busje kan regelen, is het nog beter misschien.","En als je nog een busje kan regelen, is het nog beter misschien.","And if you can arrange a van, it might be even better.",neutral,desire,happiness,neutral
"We zijn er niet voor niks met z'n tweeën, dus daar moeten we ook echt gebruik van maken.","We zijn er niet voor niks met z'n tweeën, dus daar moeten we ook echt gebruik van maken.","It's not without reason that there are two of us, so we really have to take advantage of that.",neutral,realization,surprise,surprise
"Het zal wel pittig worden, maar we houden gewoon elke keer voor ons zelf in gedachten...","Het zal wel pittig worden, maar we houden gewoon elke keer voor ons zelf in gedachten...","It will be tough, but we just keep ourselves in mind every time...",neutral,nervousness,fear,fear
dat we willen winnen. En we doen gewoon alles wat daarvoor nodig is.,dat we willen winnen. En we doen gewoon alles wat daarvoor nodig is.,that we want to win. And we just do whatever it takes.,neutral,determination,neutral,neutral
"Meneer, meneer. Zouden wij vijf minuutjes met u mee mogen rijden?","Meneer, meneer. Zouden wij vijf minuutjes met u mee mogen rijden?","Sir, sir. Could we ride with you for five minutes?",neutral,desire,happiness,neutral
Met u mee mogen rijden?,Met u mee mogen rijden?,Would you like to ride with you?,neutral,confusion,sadness,neutral
Wij moeten zo snel mogelijk hier weg. We zijn op de vlucht. Ik heb mijn...,Wij moeten zo snel mogelijk hier weg. We zijn op de vlucht. Ik heb mijn...,We have to get out of here as quickly as possible. We are on the run. I have my...,fear,fear,fear,fear
We gaan naar Den Haag.,We gaan naar Den Haag.,We are going to The Hague.,neutral,determination,neutral,neutral
"Ja? Oké, ik ben over één minuut terug.","Ja? Oké, ik ben over één minuut terug.","Yes? Okay, I'll be back in one minute.",neutral,approval,happiness,neutral
"We hebben echt al zoveel samen meegemaakt. We leven samen, dus dit kunnen we ook aan.","We hebben echt al zoveel samen meegemaakt. We leven samen, dus dit kunnen we ook aan.","We have really been through so much together. We live together, so we can handle this too.",neutral,optimism,happiness,happiness
"En zolang we elkaar scherp houden, dan zijn we het echt perfecte duo.","En zolang we elkaar scherp houden, dan zijn we het echt perfecte duo.","And as long as we keep each other on our toes, then we really are the perfect duo.",neutral,pride,happiness,happiness
"Kelly, go, go, go.","Kelly, go, go, go.","Kelly, go, go, go.",neutral,excitement,happiness,happiness
We willen gewoon eens het tegendeel bewijzen en het eerste vrouwelijke duo worden...,We willen gewoon eens het tegendeel bewijzen en het eerste vrouwelijke duo worden...,We just want to prove the opposite and become the first female duo...,happiness,determination,neutral,happiness
wat samen de finishline gaat behalen.,wat samen de finishline gaat behalen.,which will reach the finish line together.,happiness,optimism,happiness,happiness
"O, jullie zijn helden.","O, jullie zijn helden.","Oh, you guys are heroes.",happiness,admiration,happiness,happiness
Dank je wel. Doei.,Dank je wel. Doei.,Thank you. Bye.,neutral,gratitude,happiness,neutral
Hopen.,Hopen.,To hope.,fear,optimism,happiness,happiness
"O, god. Dan liggen we straks binnen twee dagen uit.","O, god. Dan liggen we straks binnen twee dagen uit.",Oh God. Then we'll be out in two days.,fear,fear,fear,fear
Terwijl Romy en Kelly een beetje op adem komen...,Terwijl Romy en Kelly een beetje op adem komen...,While Romy and Kelly catch their breath...,neutral,relief,happiness,neutral
"is Hunter Team 3 in IJsselstein bij Milanne, een hele goede vriendin van Kelly.","is Hunter Team 3 in IJsselstein bij Milanne, een hele goede vriendin van Kelly.","Hunter Team 3 is in IJsselstein with Milanne, a very good friend of Kelly.",neutral,neutral,neutral,neutral
"Een logisch startpunt, omdat ze vaak contact hebben met elkaar...","Een logisch startpunt, omdat ze vaak contact hebben met elkaar...","A logical starting point, because they often have contact with each other...",neutral,realization,surprise,neutral
en Milanne mogelijk meer weet.,en Milanne mogelijk meer weet.,and Milanne may know more.,neutral,curiosity,neutral,neutral
Maar de hunters zijn zo kort na de start vooral geïnteresseerd in digitale sporen...,Maar de hunters zijn zo kort na de start vooral geïnteresseerd in digitale sporen...,"But so soon after the start, the hunters are mainly interested in digital traces...",neutral,curiosity,neutral,neutral
die mogelijk nog niet zijn gewist.,die mogelijk nog niet zijn gewist.,that may not have been cleared yet.,neutral,realization,surprise,surprise
"Hoi, wij zijn hier om jou aan het spreken te gaan.","Hoi, wij zijn hier om jou aan het spreken te gaan.","Hi, we are here to speak to you.",neutral,neutral,neutral,neutral
"Lilianne, zou ik van jou jouw telefoon even mogen hebben?","Lilianne, zou ik van jou jouw telefoon even mogen hebben?","Lilianne, could I have your phone for a moment?",neutral,desire,happiness,neutral
Zou je die van mij willen ontgrendelen? Heb je een iPhone?,Zou je die van mij willen ontgrendelen? Heb je een iPhone?,Would you like to unlock mine? Do you have an iPhone?,neutral,curiosity,neutral,neutral
Ja.,Ja.,And.,neutral,neutral,neutral,neutral
"Mooi, perfect.","Mooi, perfect.","Beautiful, perfect.",happiness,approval,happiness,happiness
"Kun je wat vertellen over het leven van Kelly, wat zij zoal doet?","Kun je wat vertellen over het leven van Kelly, wat zij zoal doet?","Can you tell us a little about Kelly's life, what she does?",neutral,curiosity,neutral,neutral
Dagelijks leven?,Dagelijks leven?,Daily life?,neutral,curiosity,neutral,neutral
Ze werkt bij een sportmarkt in Braille.,Ze werkt bij een sportmarkt in Braille.,She works at a sports market in Braille.,neutral,neutral,neutral,neutral
"Ja? Kijk, die willen we allemaal hebben.","Ja? Kijk, die willen we allemaal hebben.","Yes? Look, we all want that.",surprise,desire,happiness,surprise
Op het hoofdkwartier zit digitaal-rechercheur Martijn inmiddels in de telefoon van Milanne...,Op het hoofdkwartier zit digitaal-rechercheur Martijn inmiddels in de telefoon van Milanne...,"At headquarters, digital detective Martijn is now in Milanne's phone...",neutral,curiosity,neutral,neutral
en daar stuit hij op een verdachte chatsessie.,en daar stuit hij op een verdachte chatsessie.,and there he comes across a suspicious chat session.,surprise,surprise,surprise,surprise
Niets gedeeld met jullie?,Niets gedeeld met jullie?,Nothing shared with you?,neutral,curiosity,neutral,neutral
"Nee, we hebben niks gedeeld. We weten echt niks.","Nee, we hebben niks gedeeld. We weten echt niks.","No, we didn't share anything. We really don't know anything.",neutral,confusion,sadness,fear
Jullie openden het kistje.,Jullie openden het kistje.,You opened the box.,neutral,surprise,surprise,neutral
En jullie slugen de spiegel het snelst stuk.,En jullie sloegen de spiegel het snelst stuk.,And you guys are the quickest to break the mirror.,neutral,surprise,surprise,neutral
Jullie namen dit risico.,Jullie namen dit risico.,You took this risk.,neutral,approval,happiness,neutral
En daarom zitten jullie in deze geheime ruimte.,En daarom zitten jullie in deze geheime ruimte.,And that's why you're in this secret room.,neutral,neutral,neutral,neutral
Jullie krijgen later bijzondere opdrachten.,Jullie krijgen later bijzondere opdrachten.,You will receive special assignments later.,neutral,neutral,neutral,neutral
En jullie kunnen ook via de geheime gang meekijken in het huis.,En jullie kunnen ook via de geheime gang meekijken in het huis.,And you can also look into the house through the secret passage.,neutral,neutral,neutral,neutral
Oké.,Oké.,Okay.,neutral,neutral,neutral,neutral
Doe dit steeds in volledige stilte.,Doe dit steeds in volledige stilte.,Always do this in complete silence.,neutral,neutral,neutral,neutral
Het meekijken is belangrijk om jullie opdrachten te laten slagen.,Het meekijken is belangrijk om jullie opdrachten te laten slagen.,Monitoring is important to ensure your assignments are successful.,neutral,neutral,neutral,neutral
Ik stel voor...,Ik stel voor...,I suggest...,neutral,neutral,neutral,neutral
Ik wil dat jullie al eens gaan meekijken.,Ik wil dat jullie al eens gaan meekijken.,I want you to take a look.,neutral,curiosity,neutral,neutral
"Als het licht groen is, kunnen jullie gaan.","Als het licht groen is, kunnen jullie gaan.","When the light is green, you can go.",neutral,neutral,neutral,neutral
En bij een rood licht mogen jullie de geheime gang niet in.,En bij een rood licht mogen jullie de geheime gang niet in.,And you are not allowed to enter the secret passage at a red light.,neutral,neutral,neutral,neutral
"Belangrijk nog, jullie moeten volledig in het zwart gekleed zijn...","Belangrijk nog, jullie moeten volledig in het zwart gekleed zijn...","Most importantly, you must be dressed completely in black...",neutral,neutral,neutral,neutral
als jullie de gang ingaan.,als jullie de gang ingaan.,when you enter the hallway.,neutral,neutral,neutral,neutral
Veel succes en wees stil.,Veel succes en wees stil.,Good luck and be quiet.,neutral,neutral,neutral,neutral
"Ik ga mijn hakken dan wel uit doen, als we zorgen.","Ik ga mijn hakken dan wel uit doen, als we zorgen.",I'll take off my heels if we take care of it.,neutral,optimism,happiness,neutral
